Hotel Name,Score,Distance to Center,Price,Taxes and Fees,Total Price,Nights and Adults,Card Deal,Stars,Subway Access,Neighborhood,Room Type,Bed Type,Cancellation Policy,Payment Policy,Review Class,Number of Reviews,Date of search,Checkin,Checkout
NH Collection New York Madison Avenue,8.3,2.0,1333,414,1747.0,"5 nights,2 adults",Free airport taxi,4,True,Murray Hill,Superior Room,1 queen bed,,,Very Good,2014 ,2024-07-01,2024-07-17,2024-07-22
Hotel Hayden New York,7.2,2.5,932,370,1302.0,"5 nights,2 adults",Free airport taxi,4,True,Chelsea,Superior King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,2694 ,2024-07-01,2024-07-17,2024-07-22
West Side YMCA,6.6,0.35,641,50,691.0,"5 nights,2 adults",,3,True,Upper West Side,Bunk Bed Room with Shared Bathroom,1 bunk bed,,,Review score,13532 ,2024-07-01,2024-07-17,2024-07-22
"Dream Midtown, by Hyatt",7.5,0.4,1075,348,1423.0,"5 nights,2 adults",Getaway Deal,4,True,Manhattan,Queen Room with Roll In Shower - Accessible,1 queen bed,Free cancellation,,Good,1249 ,2024-07-01,2024-07-17,2024-07-22
Margaritaville Resort Times Square,8.7,1.5,1562,537,2099.0,"5 nights,2 adults",Free airport taxi,4,True,Manhattan,Standard Queen Room,1 queen bed,Free cancellation,,Excellent,3160 ,2024-07-01,2024-07-17,2024-07-22
Renaissance New York Harlem Hotel,8.2,5.4,1163,332,1495.0,"5 nights,2 adults",,3,True,Harlem,King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,593 ,2024-07-01,2024-07-17,2024-07-22
"Le Meridien New York, Central Park by Marriott",7.0,0.5,1404,454,1858.0,"5 nights,2 adults",,5,True,Manhattan,"Guest Room, 1 King, Cozy King",1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,532 ,2024-07-01,2024-07-17,2024-07-22
Hilton Garden Inn New York Central Park South-Midtown West,7.3,0.45,216,35,251.0,"1 night,2 adults",Limited-time Deal,3,True,Manhattan,King Room with Roll-In Shower - Mobility and Hearing Access,1 king bed,,,Good,8470 ,2024-07-01,2024-07-18,2024-07-19
Motto By Hilton New York City Times Square,8.2,1.0,206,69,275.0,"1 night,2 adults",,3,True,Manhattan,Flex Room with Wall Bed,1 queen bed,,,Very Good,431 ,2024-07-01,2024-07-18,2024-07-19
Pod Times Square,8.1,1.4,134,46,180.0,"1 night,2 adults",,3,True,Hell's Kitchen,Bunk Pod,2 twin beds,,,Very Good,22280 ,2024-07-01,2024-07-18,2024-07-19
Courtyard by Marriott New York Manhattan/Chelsea,8.3,2.4,246,40,286.0,"1 night,2 adults",,4,True,Chelsea,King Room - Hearing Accessible,1 king bed,,,Very Good,1490 ,2024-07-01,2024-07-18,2024-07-19
"The Historic Mayfair Hotel Times Square, Ascend Hotel Collection",8.5,0.8,140,53,193.0,"1 night,2 adults",,3,True,Manhattan,Deluxe Double Room - Non Smoking,1 full bed,,,Very Good,741 ,2024-07-01,2024-07-18,2024-07-19
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",8.7,1.5,143,47,190.0,"1 night,2 adults",,3,True,Midtown East,Interior Room - No Windows,1 full bed,,,Excellent,958 ,2024-07-01,2024-07-18,2024-07-19
"U Hotel Fifth Avenue, Empire State Building",7.9,2.1,136,46,182.0,"1 night,2 adults",,3,True,Manhattan,Queen Room,1 queen bed,,,Good,3050 ,2024-07-01,2024-07-18,2024-07-19
Riverside Tower Hotel,8.4,1.9,152,26,178.0,"1 night,2 adults",,2,True,Upper West Side,Park View Double,1 full bed,Free cancellation,No prepayment needed– pay at the property,Very Good,585 ,2024-07-01,2024-07-18,2024-07-19
West Side YMCA,6.6,0.35,119,10,129.0,"1 night,2 adults",Getaway Deal,3,True,Upper West Side,Bunk Bed Room with Shared Bathroom,1 bunk bed,,,Review score,13532 ,2024-07-01,2024-07-18,2024-07-19
Pod 39,8.1,2.1,161,50,211.0,"1 night,2 adults",,3,True,Murray Hill,Bunk Pod,2 twin beds,,,Very Good,11521 ,2024-07-01,2024-07-18,2024-07-19
"Hotel Shocard Broadway, Times Square",7.3,1.5,143,54,197.0,"1 night,2 adults",,3,True,Manhattan,Standard Double Room,1 full bed,,,Good,2386 ,2024-07-01,2024-07-18,2024-07-19
Hotel Hayden New York,7.2,2.5,169,71,240.0,"1 night,2 adults",,4,True,Chelsea,King Room - Disability Access,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,2694 ,2024-07-01,2024-07-18,2024-07-19
"The Cloud One New York-Downtown, by the Motel One Group",8.4,7.0,219,36,255.0,"1 night,2 adults",,4,True,Manhattan,Standard King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,4531 ,2024-07-01,2024-07-18,2024-07-19
Hyatt Centric Wall Street New York,8.2,7.3,170,67,237.0,"1 night,2 adults",,4,True,Manhattan,Double Room with Two Double Beds and Accessible Shower - Disability Access,2 full beds,Free cancellation,,Very Good,598 ,2024-07-01,2024-07-18,2024-07-19
The Chelsean New York,7.1,2.8,159,61,220.0,"1 night,2 adults",,3,True,Chelsea,"Guest Room, 1 King",1 king bed,Free cancellation,,Good,1644 ,2024-07-01,2024-07-18,2024-07-19
Royalton New York,7.7,1.4,279,85,364.0,"1 night,2 adults",,4,True,Manhattan,Standard Queen Room,1 queen bed,Free cancellation,,Good,2459 ,2024-07-01,2024-07-18,2024-07-19
Radio Hotel,8.0,9.8,140,24,164.0,"1 night,2 adults",,4,True,Washington Heights,Standard Studio,Entire studio•1 bathroom•17m²,,,Very Good,1299 ,2024-07-01,2024-07-18,2024-07-19
SoHo 54,7.2,5.3,169,63,232.0,"1 night,2 adults",,3,True,SoHo,SoHo King,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,2883 ,2024-07-01,2024-07-18,2024-07-19
Sheraton Tribeca New York Hotel,7.7,5.6,199,33,232.0,"1 night,2 adults",,4,True,Tribeca,Standard King Room,1 king bed,,,Good,3340 ,2024-07-01,2024-07-18,2024-07-19
NH Collection New York Madison Avenue,8.3,2.0,282,85,367.0,"1 night,2 adults",,4,True,Murray Hill,Superior Room,1 queen bed,,,Very Good,2014 ,2024-07-01,2024-07-18,2024-07-19
Nolitan Hotel SoHo - New York,8.0,5.4,161,67,228.0,"1 night,2 adults",,4,True,SoHo,Deluxe Queen Room,1 queen bed,,,Very Good,1387 ,2024-07-01,2024-07-18,2024-07-19
"The Draper New York, Tapestry Collection by Hilton",8.4,1.9,224,37,261.0,"1 night,2 adults",,3,True,Manhattan,King Room with Bath Tub - Mobility and Hearing Access/Non-Smoking,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,1481 ,2024-07-01,2024-07-18,2024-07-19
"The New Yorker, A Wyndham Hotel",7.7,2.0,229,71,300.0,"1 night,2 adults",,4,True,Hell's Kitchen,Standard Queen Room,1 queen bed,Free cancellation,,Good,15276 ,2024-07-01,2024-07-18,2024-07-19
Omni Berkshire Place,8.7,1.1,318,91,409.0,"1 night,2 adults",,4,True,Midtown East,Deluxe King Room,1 king bed,Free cancellation,,Excellent,1320 ,2024-07-01,2024-07-18,2024-07-19
"Park South Hotel, part of JdV by Hyatt",8.4,2.8,252,75,327.0,"1 night,2 adults",Getaway Deal,4,True,NoMad,Queen Room,1 queen bed,Free cancellation,,Very Good,309 ,2024-07-01,2024-07-18,2024-07-19
Margaritaville Resort Times Square,8.7,1.5,296,105,401.0,"1 night,2 adults",,4,True,Manhattan,Standard Queen Room,1 queen bed,,,Excellent,3160 ,2024-07-01,2024-07-18,2024-07-19
Hyatt Place New York City/Times Square,7.6,1.7,261,42,303.0,"1 night,2 adults",,4,True,Hell's Kitchen,King Room with City View,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,21671 ,2024-07-01,2024-07-18,2024-07-19
Pestana Park Avenue,8.6,1.9,486,129,615.0,"2 nights,2 adults",Limited-time Deal,4,True,Murray Hill,Superior Room - Disability Access,1 queen bed,Free cancellation,,Excellent,1134 ,2024-07-01,2024-07-18,2024-07-20
Motto By Hilton New York City Times Square,8.2,1.0,446,143,589.0,"2 nights,2 adults",,3,True,Manhattan,Flex Room with Wall Bed,1 queen bed,,,Very Good,431 ,2024-07-01,2024-07-18,2024-07-20
"The Historic Mayfair Hotel Times Square, Ascend Hotel Collection",8.5,0.8,324,112,436.0,"2 nights,2 adults",,3,True,Manhattan,Deluxe Double Room - Non Smoking,1 full bed,,,Very Good,741 ,2024-07-01,2024-07-18,2024-07-20
Courtyard by Marriott New York Manhattan/Chelsea,8.3,2.4,536,86,622.0,"2 nights,2 adults",,4,True,Chelsea,King Room - Hearing Accessible,1 king bed,,,Very Good,1490 ,2024-07-01,2024-07-18,2024-07-20
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",8.7,1.5,328,101,429.0,"2 nights,2 adults",,3,True,Midtown East,Interior Room - No Windows,1 full bed,,,Excellent,958 ,2024-07-01,2024-07-18,2024-07-20
Hyatt Centric Wall Street New York,8.2,7.3,340,135,475.0,"2 nights,2 adults",,4,True,Manhattan,King Room,1 king bed,Free cancellation,,Very Good,598 ,2024-07-01,2024-07-18,2024-07-20
"The Cloud One New York-Downtown, by the Motel One Group",8.4,7.0,428,70,498.0,"2 nights,2 adults",,4,True,Manhattan,Standard King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,4531 ,2024-07-01,2024-07-18,2024-07-20
"U Hotel Fifth Avenue, Empire State Building",7.9,2.1,326,101,427.0,"2 nights,2 adults",,3,True,Manhattan,Queen Room,1 queen bed,,,Good,3050 ,2024-07-01,2024-07-18,2024-07-20
Pod Times Square,8.1,1.4,349,104,453.0,"2 nights,2 adults",,3,True,Hell's Kitchen,Full Pod,1 full bed,,,Very Good,22280 ,2024-07-01,2024-07-18,2024-07-20
Hilton Garden Inn New York Central Park South-Midtown West,7.3,0.45,436,71,507.0,"2 nights,2 adults",Limited-time Deal,3,True,Manhattan,King Room with Roll-In Shower - Mobility and Hearing Access,1 king bed,,,Good,8470 ,2024-07-01,2024-07-18,2024-07-20
Pod 39,8.1,2.1,331,102,433.0,"2 nights,2 adults",,3,True,Murray Hill,Bunk Pod,2 twin beds,,,Very Good,11521 ,2024-07-01,2024-07-18,2024-07-20
Courtyard New York Downtown Manhattan/Financial District,7.5,7.1,368,61,429.0,"2 nights,2 adults",,3,True,Manhattan,"Guest room, 1 King, City view",1 king bed,,,Good,1660 ,2024-07-01,2024-07-18,2024-07-20
Royalton New York,7.7,1.4,502,170,672.0,"2 nights,2 adults",,4,True,Manhattan,Standard Queen Room,1 queen bed,Free cancellation,,Good,2459 ,2024-07-01,2024-07-18,2024-07-20
"Holiday Inn Express New York City Chelsea, an IHG Hotel",7.8,2.4,434,117,551.0,"2 nights,2 adults",,3,True,Chelsea,Standard King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,3909 ,2024-07-01,2024-07-18,2024-07-20
West Side YMCA,6.6,0.35,265,20,285.0,"2 nights,2 adults",Getaway Deal,3,True,Upper West Side,Bunk Bed Room with Shared Bathroom,1 bunk bed,,,Review score,13532 ,2024-07-01,2024-07-18,2024-07-20
Courtyard by Marriott New York Manhattan/Central Park,8.2,0.45,542,87,629.0,"2 nights,2 adults",,4,True,Manhattan,King or Queen Room with City View - Hearing Accessible,1 king bed,,,Very Good,5682 ,2024-07-01,2024-07-18,2024-07-20
"Hotel Shocard Broadway, Times Square",7.3,1.5,333,114,447.0,"2 nights,2 adults",,3,True,Manhattan,Standard Double Room,1 full bed,,,Good,2386 ,2024-07-01,2024-07-18,2024-07-20
Omni Berkshire Place,8.7,1.1,551,169,720.0,"2 nights,2 adults",,4,True,Midtown East,Deluxe King Room,1 king bed,Free cancellation,,Excellent,1320 ,2024-07-01,2024-07-18,2024-07-20
"The Draper New York, Tapestry Collection by Hilton",8.4,1.9,440,72,512.0,"2 nights,2 adults",,3,True,Manhattan,King Room,1 king bed,,,Very Good,1481 ,2024-07-01,2024-07-18,2024-07-20
Sheraton Tribeca New York Hotel,7.7,5.6,408,67,475.0,"2 nights,2 adults",,4,True,Tribeca,Standard King Room,1 king bed,,,Good,3340 ,2024-07-01,2024-07-18,2024-07-20
The Chelsean New York,7.1,2.8,368,130,498.0,"2 nights,2 adults",,3,True,Chelsea,King Room - Disability Access,1 king bed,Free cancellation,,Good,1644 ,2024-07-01,2024-07-18,2024-07-20
Paramount Hotel Times Square,6.6,1.0,347,138,485.0,"2 nights,2 adults",,4,True,Manhattan,Double Room,1 full bed,,,Review score,5579 ,2024-07-01,2024-07-18,2024-07-20
"The New Yorker, A Wyndham Hotel",7.7,2.0,458,141,599.0,"2 nights,2 adults",,4,True,Hell's Kitchen,Standard Queen Room,1 queen bed,Free cancellation,,Good,15276 ,2024-07-01,2024-07-18,2024-07-20
The FIDI Hotel,8.2,7.6,343,126,469.0,"2 nights,2 adults",,4,True,Manhattan,Standard Queen,1 queen bed,,,Very Good,1074 ,2024-07-01,2024-07-18,2024-07-20
NH Collection New York Madison Avenue,8.3,2.0,587,174,761.0,"2 nights,2 adults",,4,True,Murray Hill,Superior Room,1 queen bed,,,Very Good,2014 ,2024-07-01,2024-07-18,2024-07-20
Tempo By Hilton New York Times Square,8.5,1.0,518,164,682.0,"2 nights,2 adults",,4,True,Manhattan,King Room - Hearing Accessible,1 king bed,,,Very Good,647 ,2024-07-01,2024-07-18,2024-07-20
Margaritaville Resort Times Square,8.7,1.5,619,214,833.0,"2 nights,2 adults",,4,True,Manhattan,Standard Queen Room,1 queen bed,,,Excellent,3160 ,2024-07-01,2024-07-18,2024-07-20
Pestana Park Avenue,8.6,1.9,743,196,939.0,"3 nights,2 adults",Limited-time Deal,4,True,Murray Hill,Superior Room,1 queen bed,Free cancellation,,Excellent,1134 ,2024-07-01,2024-07-18,2024-07-21
Motto By Hilton New York City Times Square,8.2,1.0,686,217,903.0,"3 nights,2 adults",,3,True,Manhattan,Flex Room with Wall Bed,1 queen bed,,,Very Good,431 ,2024-07-01,2024-07-18,2024-07-21
"The Historic Mayfair Hotel Times Square, Ascend Hotel Collection",8.5,0.8,527,174,701.0,"3 nights,2 adults",,3,True,Manhattan,Deluxe Double Room - Non Smoking,1 full bed,,,Very Good,741 ,2024-07-01,2024-07-18,2024-07-21
Courtyard by Marriott New York Manhattan/Chelsea,8.3,2.4,789,127,916.0,"3 nights,2 adults",,4,True,Chelsea,King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,1490 ,2024-07-01,2024-07-18,2024-07-21
Hilton Garden Inn New York Central Park South-Midtown West,7.3,0.45,611,101,712.0,"3 nights,2 adults",Limited-time Deal,3,True,Manhattan,King Room with Roll-In Shower - Mobility and Hearing Access,1 king bed,,,Good,8470 ,2024-07-01,2024-07-18,2024-07-21
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",8.7,1.5,542,159,701.0,"3 nights,2 adults",,3,True,Midtown East,Interior Room - No Windows,1 full bed,,,Excellent,958 ,2024-07-01,2024-07-18,2024-07-21
"U Hotel Fifth Avenue, Empire State Building",7.9,2.1,542,159,701.0,"3 nights,2 adults",,3,True,Manhattan,Queen Room,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,3050 ,2024-07-01,2024-07-18,2024-07-21
Pod Times Square,8.1,1.4,564,163,727.0,"3 nights,2 adults",,3,True,Hell's Kitchen,Full Pod,1 full bed,,,Very Good,22280 ,2024-07-01,2024-07-18,2024-07-21
Omni Berkshire Place,8.7,1.1,758,243,1001.0,"3 nights,2 adults",,4,True,Midtown East,Deluxe King Room,1 king bed,Free cancellation,,Excellent,1320 ,2024-07-01,2024-07-18,2024-07-21
Courtyard New York Downtown Manhattan/Financial District,7.5,7.1,592,98,690.0,"3 nights,2 adults",,3,True,Manhattan,"Guest room, 1 King, City view",1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,1660 ,2024-07-01,2024-07-18,2024-07-21
"Hotel Shocard Broadway, Times Square",7.3,1.5,522,175,697.0,"3 nights,2 adults",,3,True,Manhattan,Standard Double Room,1 full bed,Free cancellation,,Good,2386 ,2024-07-01,2024-07-18,2024-07-21
"The New Yorker, A Wyndham Hotel",7.7,2.0,618,201,819.0,"3 nights,2 adults",,4,True,Hell's Kitchen,Standard Queen Room,1 queen bed,Free cancellation,,Good,15276 ,2024-07-01,2024-07-18,2024-07-21
Wingate by Wyndham New York Midtown South/5th Ave,8.1,1.9,642,105,747.0,"3 nights,2 adults",Getaway Deal,3,True,Manhattan,Queen Room - Non-Smoking,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Very Good,2100 ,2024-07-01,2024-07-18,2024-07-21
Courtyard by Marriott New York Manhattan/Central Park,8.2,0.45,822,132,954.0,"3 nights,2 adults",,4,True,Manhattan,King or Queen Room with City View - Hearing Accessible,1 king bed,,,Very Good,5682 ,2024-07-01,2024-07-18,2024-07-21
La Quinta by Wyndham Time Square South,8.3,1.7,684,177,861.0,"3 nights,2 adults",Getaway Deal,3,True,Hell's Kitchen,King Room - Non-Smoking,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,3956 ,2024-07-01,2024-07-18,2024-07-21
"The Lexington Hotel, Autograph Collection",7.9,1.6,620,222,842.0,"3 nights,2 adults",,4,True,Midtown East,Queen Room,1 queen bed,,,Good,532 ,2024-07-01,2024-07-18,2024-07-21
Royalton New York,7.7,1.4,771,257,1028.0,"3 nights,2 adults",,4,True,Manhattan,Standard Queen Room,1 queen bed,Free cancellation,,Good,2459 ,2024-07-01,2024-07-18,2024-07-21
NH Collection New York Madison Avenue,8.3,2.0,802,249,1051.0,"3 nights,2 adults",,4,True,Murray Hill,Superior Room,1 queen bed,,,Very Good,2014 ,2024-07-01,2024-07-18,2024-07-21
Hyatt Centric Wall Street New York,8.2,7.3,616,217,833.0,"3 nights,2 adults",,4,True,Manhattan,King Room,1 king bed,Free cancellation,,Very Good,598 ,2024-07-01,2024-07-18,2024-07-21
"Holiday Inn Express New York City Chelsea, an IHG Hotel",7.8,2.4,673,179,852.0,"3 nights,2 adults",,3,True,Chelsea,Standard King Room with Mobility Accessible Roll-In Shower,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,3909 ,2024-07-01,2024-07-18,2024-07-21
Wyndham Garden Chinatown,7.4,5.8,573,155,728.0,"3 nights,2 adults",Getaway Deal,4,True,Lower East Side,Superior Queen Room Non-Smoking,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,694 ,2024-07-01,2024-07-18,2024-07-21
"Le Meridien New York, Central Park by Marriott",7.0,0.5,734,256,990.0,"3 nights,2 adults",,5,True,Manhattan,"Guest Room, 1 King, Cozy King",1 king bed,,,Good,532 ,2024-07-01,2024-07-18,2024-07-21
West Side YMCA,6.6,0.35,419,30,449.0,"3 nights,2 adults",Getaway Deal,3,True,Upper West Side,Bunk Bed Room with Shared Bathroom,1 bunk bed,,,Review score,13532 ,2024-07-01,2024-07-18,2024-07-21
Aloft Manhattan Downtown - Financial District,7.4,6.8,617,101,718.0,"3 nights,2 adults",,4,True,Manhattan,"Guest Room, 1 King",1 king bed,Free cancellation,,Good,1181 ,2024-07-01,2024-07-18,2024-07-21
The Chelsean New York,7.1,2.8,586,200,786.0,"3 nights,2 adults",,3,True,Chelsea,King Room - Disability Access,1 king bed,Free cancellation,,Good,1644 ,2024-07-01,2024-07-18,2024-07-21
Renaissance New York Chelsea Hotel,8.0,2.8,796,231,1027.0,"3 nights,2 adults",,4,True,Chelsea,"Guest Room, 1 King",1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,897 ,2024-07-01,2024-07-18,2024-07-21
The FIDI Hotel,8.2,7.6,535,193,728.0,"3 nights,2 adults",,4,True,Manhattan,Standard Queen,1 queen bed,,,Very Good,1074 ,2024-07-01,2024-07-18,2024-07-21
Pestana Park Avenue,8.6,1.9,935,253,1188.0,"4 nights,2 adults",Limited-time Deal,4,True,Murray Hill,Superior Room,1 queen bed,Free cancellation,,Excellent,1134 ,2024-07-01,2024-07-18,2024-07-22
Motto By Hilton New York City Times Square,8.2,1.0,840,278,1118.0,"4 nights,2 adults",,3,True,Manhattan,Queen Room,1 queen bed,,,Very Good,431 ,2024-07-01,2024-07-18,2024-07-22
Pod 39,8.1,2.1,624,198,822.0,"4 nights,2 adults",,3,True,Murray Hill,Bunk Pod,2 twin beds,Free cancellation,No prepayment needed– pay at the property,Very Good,11521 ,2024-07-01,2024-07-18,2024-07-22
Courtyard by Marriott New York Manhattan/Chelsea,8.3,2.4,948,154,1102.0,"4 nights,2 adults",,4,True,Chelsea,King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,1490 ,2024-07-01,2024-07-18,2024-07-22
"The Historic Mayfair Hotel Times Square, Ascend Hotel Collection",8.5,0.8,630,221,851.0,"4 nights,2 adults",,3,True,Manhattan,Deluxe Double Room - Non Smoking,1 full bed,,,Very Good,741 ,2024-07-01,2024-07-18,2024-07-22
Hilton Garden Inn New York Central Park South-Midtown West,7.3,0.45,763,127,890.0,"4 nights,2 adults",Limited-time Deal,3,True,Manhattan,King Room with Roll-In Shower - Mobility and Hearing Access,1 king bed,,,Good,8470 ,2024-07-01,2024-07-18,2024-07-22
Pod Times Square,8.1,1.4,659,203,862.0,"4 nights,2 adults",,3,True,Hell's Kitchen,Full Pod,1 full bed,Free cancellation,No prepayment needed– pay at the property,Very Good,22280 ,2024-07-01,2024-07-18,2024-07-22
"U Hotel Fifth Avenue, Empire State Building",7.9,2.1,660,203,863.0,"4 nights,2 adults",,3,True,Manhattan,Queen Room,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,3050 ,2024-07-01,2024-07-18,2024-07-22
