Hotel Name,Score,Distance to Center,Price,Taxes and Fees,Total Price,Nights and Adults,Card Deal,Stars,Subway Access,Neighborhood,Room Type,Bed Type,Cancellation Policy,Payment Policy,Review Class,Number of Reviews,Date of search,Checkin,Checkout
Courtyard New York Downtown Manhattan/Financial District,7.5,7.1,812,137,949.0,"5 nights,2 adults",,3,True,Manhattan,"Guest room, 1 King, City view",1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,1660 ,2024-06-17,2024-07-03,2024-07-08
La Quinta by Wyndham Time Square South,8.3,1.7,907,260,1167.0,"5 nights,2 adults",Free airport taxi,3,True,Hell's Kitchen,King Room - Non-Smoking,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,3956 ,2024-06-17,2024-07-03,2024-07-08
Courtyard by Marriott New York Manhattan/Central Park,8.2,0.45,1160,189,1349.0,"5 nights,2 adults",,4,True,Manhattan,King or Queen Room with City View - Hearing Accessible,1 king bed,,,Very Good,5682 ,2024-06-17,2024-07-03,2024-07-08
"Le Meridien New York, Central Park by Marriott",7.0,0.5,972,390,1362.0,"5 nights,2 adults",,5,True,Manhattan,"Guest Room, 1 King, Cozy King",1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,532 ,2024-06-17,2024-07-03,2024-07-08
Pod Times Square,8.1,1.4,820,253,1073.0,"5 nights,2 adults",Free airport taxi,3,True,Hell's Kitchen,Full Pod ADA,1 full bed,Free cancellation,No prepayment needed– pay at the property,Very Good,22287 ,2024-06-17,2024-07-03,2024-07-08
"Kimpton Hotel Theta, an IHG Hotel",8.5,0.9,1022,398,1420.0,"5 nights,2 adults",,5,True,Manhattan,King Room,1 king bed,,,Very Good,687 ,2024-06-17,2024-07-03,2024-07-08
"The Cloud One New York-Downtown, by the Motel One Group",8.4,7.0,975,161,1136.0,"5 nights,2 adults",Free airport taxi,4,True,Manhattan,Standard King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,4528 ,2024-06-17,2024-07-03,2024-07-08
Wingate by Wyndham New York Midtown South/5th Ave,8.1,1.9,928,154,1082.0,"5 nights,2 adults",Free airport taxi,3,True,Manhattan,King Room - Non-Smoking,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,2100 ,2024-06-17,2024-07-03,2024-07-08
"The New Yorker, A Wyndham Hotel",7.7,2.0,902,317,1219.0,"5 nights,2 adults",Free airport taxi,4,True,Hell's Kitchen,Standard Queen Room,1 queen bed,Free cancellation,,Good,15276 ,2024-06-17,2024-07-03,2024-07-08
"The Lexington Hotel, Autograph Collection",7.9,1.6,931,356,1287.0,"5 nights,2 adults",,4,True,Midtown East,Queen Room,1 queen bed,,,Good,532 ,2024-06-17,2024-07-03,2024-07-08
Renaissance New York Chelsea Hotel,8.0,2.8,1022,340,1362.0,"5 nights,2 adults",,4,True,Chelsea,"Guest Room, 1 King",1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,897 ,2024-06-17,2024-07-03,2024-07-08
"U Hotel Fifth Avenue, Empire State Building",7.9,2.1,850,258,1108.0,"5 nights,2 adults",Free airport taxi,3,True,Manhattan,Queen Room,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,3050 ,2024-06-17,2024-07-03,2024-07-08
Residence Inn New York Downtown Manhattan/Financial District,7.8,7.1,939,166,1105.0,"5 nights,2 adults",,4,True,Manhattan,"Studio, 1 King",1 king bed,,,Good,722 ,2024-06-17,2024-07-03,2024-07-08
The James New York - NoMad,8.1,2.6,902,397,1299.0,"5 nights,2 adults",Free airport taxi,4,True,NoMad,Queen Room,1 queen bed,,,Very Good,1200 ,2024-06-17,2024-07-03,2024-07-08
NH Collection New York Madison Avenue,8.3,2.0,1197,394,1591.0,"5 nights,2 adults",Free airport taxi,4,True,Murray Hill,Superior Room,1 queen bed,,,Very Good,2014 ,2024-06-17,2024-07-03,2024-07-08
Fairfield Inn by Marriott New York Manhattan/Financial District,7.5,7.2,955,158,1113.0,"5 nights,2 adults",,3,True,Manhattan,King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,3518 ,2024-06-17,2024-07-03,2024-07-08
Four Points by Sheraton New York Downtown,7.3,7.0,846,142,988.0,"5 nights,2 adults",,3,True,Manhattan,"Guest room, 1 Queen",1 queen bed,,,Good,2303 ,2024-06-17,2024-07-03,2024-07-08
Aloft Manhattan Downtown - Financial District,7.4,6.8,841,141,982.0,"5 nights,2 adults",,4,True,Manhattan,"Guest Room, 1 King",1 king bed,Free cancellation,,Good,1181 ,2024-06-17,2024-07-03,2024-07-08
Moxy NYC Downtown,8.1,6.7,897,296,1193.0,"5 nights,2 adults",,4,True,Manhattan,Queen Room,1 queen bed,,,Very Good,1449 ,2024-06-17,2024-07-03,2024-07-08
The Times Square EDITION New York,8.5,1.0,1369,420,1789.0,"5 nights,2 adults",,5,True,Manhattan,Queen Room,1 queen bed,,,Very Good,1092 ,2024-06-17,2024-07-03,2024-07-08
DoubleTree by Hilton New York Midtown Fifth Ave,7.5,1.0,1082,177,1259.0,"5 nights,2 adults",,4,True,Manhattan,Queen Room,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,622 ,2024-06-17,2024-07-03,2024-07-08
Margaritaville Resort Times Square,8.7,1.5,1350,506,1856.0,"5 nights,2 adults",Free airport taxi,4,True,Manhattan,Queen Room - Disability Access,1 queen bed,Free cancellation,,Excellent,3160 ,2024-06-17,2024-07-03,2024-07-08
Hard Rock Hotel New York,8.8,1.0,359,102,461.0,"1 night,2 adults",,5,True,Manhattan,Superior King Room,1 king bed,Free cancellation,,Excellent,2461 ,2024-06-17,2024-07-04,2024-07-05
Four Points by Sheraton Manhattan SoHo Village,7.6,5.0,251,41,292.0,"1 night,2 adults",,3,True,SoHo,"Guest Room, 1 King",1 king bed,,,Good,893 ,2024-06-17,2024-07-04,2024-07-05
"The Cloud One New York-Downtown, by the Motel One Group",8.4,7.0,169,28,197.0,"1 night,2 adults",,4,True,Manhattan,Standard King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,4528 ,2024-06-17,2024-07-04,2024-07-05
Renaissance New York Harlem Hotel,8.2,5.4,193,61,254.0,"1 night,2 adults",,3,True,Harlem,King Room,1 king bed,,,Very Good,593 ,2024-06-17,2024-07-04,2024-07-05
Pod Times Square,8.1,1.4,152,49,201.0,"1 night,2 adults",,3,True,Hell's Kitchen,Full Pod,1 full bed,,,Very Good,22287 ,2024-06-17,2024-07-04,2024-07-05
Courtyard by Marriott New York Manhattan/Central Park,8.2,0.45,220,36,256.0,"1 night,2 adults",,4,True,Manhattan,King or Queen Room with City View - Hearing Accessible,1 king bed,,,Very Good,5682 ,2024-06-17,2024-07-04,2024-07-05
"The Lexington Hotel, Autograph Collection",7.9,1.6,169,69,238.0,"1 night,2 adults",,4,True,Midtown East,Queen Room,1 queen bed,,,Good,532 ,2024-06-17,2024-07-04,2024-07-05
Royalton New York,7.7,1.4,199,73,272.0,"1 night,2 adults",,4,True,Manhattan,Standard Queen Room,1 queen bed,Free cancellation,,Good,2460 ,2024-06-17,2024-07-04,2024-07-05
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,8.4,7.7,157,27,184.0,"1 night,2 adults",,3,True,Manhattan,King Room,1 king bed,,,Very Good,5070 ,2024-06-17,2024-07-04,2024-07-05
"Le Meridien New York, Central Park by Marriott",7.0,0.5,219,82,301.0,"1 night,2 adults",,5,True,Manhattan,"Guest Room, 1 King, Cozy King",1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,532 ,2024-06-17,2024-07-04,2024-07-05
West Side YMCA,6.6,0.35,127,10,137.0,"1 night,2 adults",Getaway Deal,3,True,Upper West Side,Bunk Bed Room with Shared Bathroom,1 bunk bed,,,Review score,13532 ,2024-06-17,2024-07-04,2024-07-05
Hyatt Centric Midtown 5th Avenue New York,8.1,1.9,209,73,282.0,"1 night,2 adults",,4,True,Manhattan,King Room with Roll-In Shower - Disability Access,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,777 ,2024-06-17,2024-07-04,2024-07-05
NH Collection New York Madison Avenue,8.3,2.0,237,78,315.0,"1 night,2 adults",,4,True,Murray Hill,Superior Room,1 queen bed,,,Very Good,2014 ,2024-06-17,2024-07-04,2024-07-05
Moxy NYC Downtown,8.1,6.7,174,58,232.0,"1 night,2 adults",,4,True,Manhattan,Queen Room,1 queen bed,,,Very Good,1449 ,2024-06-17,2024-07-04,2024-07-05
Wingate by Wyndham New York Midtown South/5th Ave,8.1,1.9,183,30,213.0,"1 night,2 adults",,3,True,Manhattan,Queen Room - Non-Smoking,1 queen bed,,,Very Good,2100 ,2024-06-17,2024-07-04,2024-07-05
Hotel 48LEX New York,7.7,1.6,189,91,280.0,"1 night,2 adults",,4,True,Midtown East,Queen Studio,Entire studio•1 bathroom•29m²,Free cancellation,No prepayment needed– pay at the property,Good,384 ,2024-06-17,2024-07-04,2024-07-05
Margaritaville Resort Times Square,8.7,1.5,251,98,349.0,"1 night,2 adults",,4,True,Manhattan,Standard Queen Room,1 queen bed,,,Excellent,3160 ,2024-06-17,2024-07-04,2024-07-05
"Kimpton Hotel Theta, an IHG Hotel",8.5,0.9,207,80,287.0,"1 night,2 adults",,5,True,Manhattan,King Room,1 king bed,,,Very Good,687 ,2024-06-17,2024-07-04,2024-07-05
Hotel Hayden New York,7.2,2.5,179,73,252.0,"1 night,2 adults",,4,True,Chelsea,Superior King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,2694 ,2024-06-17,2024-07-04,2024-07-05
The Evelyn NoMad,7.8,2.7,199,74,273.0,"1 night,2 adults",,5,True,NoMad,Superior Queen Room,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,2990 ,2024-06-17,2024-07-04,2024-07-05
Courtyard New York Downtown Manhattan/Financial District,7.5,7.1,158,27,185.0,"1 night,2 adults",,3,True,Manhattan,"Guest room, 1 King, City view",1 king bed,,,Good,1660 ,2024-06-17,2024-07-04,2024-07-05
The Frederick Hotel Tribeca,8.0,6.3,205,75,280.0,"1 night,2 adults",,5,True,Tribeca,Standard 1 Full Bed,1 full bed,Free cancellation,No prepayment needed– pay at the property,Very Good,2262 ,2024-06-17,2024-07-04,2024-07-05
Hotel Elysee by Library Hotel Collection,8.7,1.2,237,63,300.0,"1 night,2 adults",,4,True,Midtown East,Deluxe Queen Room,1 queen bed,Free cancellation,,Excellent,252 ,2024-06-17,2024-07-04,2024-07-05
Freehand New York,7.8,3.1,170,63,233.0,"1 night,2 adults",,4,True,Gramercy,King Room,1 king bed,,,Good,1874 ,2024-06-17,2024-07-04,2024-07-05
Pestana Park Avenue,8.6,1.9,211,60,271.0,"1 night,2 adults",,4,True,Murray Hill,Classic Room,1 queen bed,Free cancellation,,Excellent,1134 ,2024-06-17,2024-07-04,2024-07-05
Fairfield Inn by Marriott New York Manhattan/Financial District,7.5,7.2,169,28,197.0,"1 night,2 adults",,3,True,Manhattan,King Room,1 king bed,,,Good,3518 ,2024-06-17,2024-07-04,2024-07-05
Hyatt Grand Central New York,7.3,1.9,220,82,302.0,"1 night,2 adults",Getaway Deal,4,True,Midtown East,Queen Room with Tub - Disability Access,1 queen bed,Free cancellation,,Good,2626 ,2024-06-17,2024-07-04,2024-07-05
"The Cloud One New York-Downtown, by the Motel One Group",8.4,7.0,398,66,464.0,"2 nights,2 adults",,4,True,Manhattan,Standard King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,4528 ,2024-06-17,2024-07-04,2024-07-06
Four Points by Sheraton Manhattan SoHo Village,7.6,5.0,520,84,604.0,"2 nights,2 adults",,3,True,SoHo,"Guest Room, 1 King",1 king bed,,,Good,893 ,2024-06-17,2024-07-04,2024-07-06
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,8.4,7.7,329,55,384.0,"2 nights,2 adults",,3,True,Manhattan,King Room,1 king bed,,,Very Good,5070 ,2024-06-17,2024-07-04,2024-07-06
The St. Regis New York,8.7,1.0,1432,314,1746.0,"2 nights,2 adults",,5,True,Midtown East,Superior King Room - Butler Service,1 king bed,,,Excellent,140 ,2024-06-17,2024-07-04,2024-07-06
Courtyard by Marriott New York Manhattan/Central Park,8.2,0.45,474,77,551.0,"2 nights,2 adults",,4,True,Manhattan,King or Queen Room with City View - Hearing Accessible,1 king bed,,,Very Good,5682 ,2024-06-17,2024-07-04,2024-07-06
AC Hotel by Marriott New York Downtown,8.5,7.2,394,65,459.0,"2 nights,2 adults",,4,True,Manhattan,King Guest Room with River View - Non-Smoking,1 king bed,,,Very Good,1721 ,2024-06-17,2024-07-04,2024-07-06
"Kimpton Hotel Theta, an IHG Hotel",8.5,0.9,437,163,600.0,"2 nights,2 adults",,5,True,Manhattan,King Room,1 king bed,,,Very Good,687 ,2024-06-17,2024-07-04,2024-07-06
"Le Meridien New York, Central Park by Marriott",7.0,0.5,458,166,624.0,"2 nights,2 adults",,5,True,Manhattan,"Guest Room, 1 King, Cozy King",1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,532 ,2024-06-17,2024-07-04,2024-07-06
Courtyard New York Downtown Manhattan/Financial District,7.5,7.1,359,60,419.0,"2 nights,2 adults",,3,True,Manhattan,"Guest room, 1 King, City view",1 king bed,,,Good,1660 ,2024-06-17,2024-07-04,2024-07-06
Pod Times Square,8.1,1.4,376,108,484.0,"2 nights,2 adults",,3,True,Hell's Kitchen,Full Pod,1 full bed,,,Very Good,22287 ,2024-06-17,2024-07-04,2024-07-06
"The Lexington Hotel, Autograph Collection",7.9,1.6,381,143,524.0,"2 nights,2 adults",,4,True,Midtown East,Queen Room,1 queen bed,,,Good,532 ,2024-06-17,2024-07-04,2024-07-06
Royalton New York,7.7,1.4,493,168,661.0,"2 nights,2 adults",,4,True,Manhattan,Deluxe Queen Room,1 queen bed,Free cancellation,,Good,2460 ,2024-06-17,2024-07-04,2024-07-06
Omni Berkshire Place,8.7,1.1,555,169,724.0,"2 nights,2 adults",,4,True,Midtown East,Deluxe King Room,1 king bed,Free cancellation,,Excellent,1319 ,2024-06-17,2024-07-04,2024-07-06
Moxy NYC Downtown,8.1,6.7,394,124,518.0,"2 nights,2 adults",,4,True,Manhattan,Queen Room,1 queen bed,,,Very Good,1449 ,2024-06-17,2024-07-04,2024-07-06
Hotel 48LEX New York,7.7,1.6,401,185,586.0,"2 nights,2 adults",,4,True,Midtown East,Queen Studio,Entire studio•1 bathroom•29m²,Free cancellation,No prepayment needed– pay at the property,Good,384 ,2024-06-17,2024-07-04,2024-07-06
Riu Plaza New York Times Square,8.5,1.0,525,151,676.0,"2 nights,2 adults",,4,True,Hell's Kitchen,Deluxe Queen Room,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Very Good,7432 ,2024-06-17,2024-07-04,2024-07-06
NH Collection New York Madison Avenue,8.3,2.0,538,166,704.0,"2 nights,2 adults",,4,True,Murray Hill,Superior Room,1 queen bed,,,Very Good,2014 ,2024-06-17,2024-07-04,2024-07-06
La Quinta by Wyndham Time Square South,8.3,1.7,449,117,566.0,"2 nights,2 adults",Getaway Deal,3,True,Hell's Kitchen,King Room - Non-Smoking,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,3956 ,2024-06-17,2024-07-04,2024-07-06
West Side YMCA,6.6,0.35,277,20,297.0,"2 nights,2 adults",Getaway Deal,3,True,Upper West Side,Bunk Bed Room with Shared Bathroom,1 bunk bed,,,Review score,13532 ,2024-06-17,2024-07-04,2024-07-06
"Park South Hotel, part of JdV by Hyatt",8.4,2.8,481,147,628.0,"2 nights,2 adults",Getaway Deal,4,True,NoMad,Queen Room,1 queen bed,Free cancellation,,Very Good,309 ,2024-06-17,2024-07-04,2024-07-06
Margaritaville Resort Times Square,8.7,1.5,574,207,781.0,"2 nights,2 adults",,4,True,Manhattan,Queen Room - Disability Access,1 queen bed,,,Excellent,3160 ,2024-06-17,2024-07-04,2024-07-06
Hilton Garden Inn New York/Midtown Park Avenue,8.0,2.4,461,75,536.0,"2 nights,2 adults",,3,True,Manhattan,King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,1914 ,2024-06-17,2024-07-04,2024-07-06
"The New Yorker, A Wyndham Hotel",7.7,2.0,459,141,600.0,"2 nights,2 adults",,4,True,Hell's Kitchen,Standard Queen Room,1 queen bed,Free cancellation,,Good,15276 ,2024-06-17,2024-07-04,2024-07-06
Hyatt Union Square New York,7.7,3.9,481,147,628.0,"2 nights,2 adults",Getaway Deal,4,True,Union Square,King Room with Courtyard View,1 king bed,Free cancellation,,Good,280 ,2024-06-17,2024-07-04,2024-07-06
Four Points by Sheraton New York Downtown,7.3,7.0,364,61,425.0,"2 nights,2 adults",,3,True,Manhattan,"Guest room, 1 Queen",1 queen bed,,,Good,2303 ,2024-06-17,2024-07-04,2024-07-06
"Hotel 50 Bowery, part of JdV by Hyatt",8.5,5.9,483,148,631.0,"2 nights,2 adults",,4,True,Chinatown,King Room,1 king bed,Free cancellation,,Very Good,921 ,2024-06-17,2024-07-04,2024-07-06
"U Hotel Fifth Avenue, Empire State Building",7.9,2.1,371,108,479.0,"2 nights,2 adults",,3,True,Manhattan,Queen Room,1 queen bed,,,Good,3050 ,2024-06-17,2024-07-04,2024-07-06
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,8.4,7.7,516,87,603.0,"3 nights,2 adults",,3,True,Manhattan,King Room,1 king bed,,,Very Good,5070 ,2024-06-17,2024-07-04,2024-07-07
Four Points by Sheraton Manhattan SoHo Village,7.6,5.0,619,102,721.0,"3 nights,2 adults",,3,True,SoHo,"Guest Room, 1 King",1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,893 ,2024-06-17,2024-07-04,2024-07-07
La Quinta by Wyndham Time Square South,8.3,1.7,600,164,764.0,"3 nights,2 adults",Getaway Deal,3,True,Hell's Kitchen,King Room - Non-Smoking,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,3956 ,2024-06-17,2024-07-04,2024-07-07
Conrad New York Downtown,9.0,6.6,970,160,1130.0,"3 nights,2 adults",,5,True,Battery Park,Deluxe King Suite with Sofa Bed,Private suite,,,Wonderful,738 ,2024-06-17,2024-07-04,2024-07-07
Courtyard New York Downtown Manhattan/Financial District,7.5,7.1,550,92,642.0,"3 nights,2 adults",,3,True,Manhattan,"Guest room, 1 King, City view",1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,1660 ,2024-06-17,2024-07-04,2024-07-07
"The Cloud One New York-Downtown, by the Motel One Group",8.4,7.0,637,104,741.0,"3 nights,2 adults",,4,True,Manhattan,Standard King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,4528 ,2024-06-17,2024-07-04,2024-07-07
Courtyard by Marriott New York Manhattan/Central Park,8.2,0.45,745,120,865.0,"3 nights,2 adults",,4,True,Manhattan,King or Queen Room with City View - Hearing Accessible,1 king bed,,,Very Good,5682 ,2024-06-17,2024-07-04,2024-07-07
Wingate by Wyndham New York Midtown South/5th Ave,8.1,1.9,607,100,707.0,"3 nights,2 adults",Getaway Deal,3,True,Manhattan,Queen Room - Non-Smoking,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Very Good,2100 ,2024-06-17,2024-07-04,2024-07-07
AC Hotel by Marriott New York Downtown,8.5,7.2,618,102,720.0,"3 nights,2 adults",,4,True,Manhattan,King Guest Room with River View - Non-Smoking,1 king bed,,,Very Good,1721 ,2024-06-17,2024-07-04,2024-07-07
"Le Meridien New York, Central Park by Marriott",7.0,0.5,717,254,971.0,"3 nights,2 adults",,5,True,Manhattan,"Guest Room, 1 King, Cozy King",1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,532 ,2024-06-17,2024-07-04,2024-07-07
"Kimpton Hotel Theta, an IHG Hotel",8.5,0.9,666,246,912.0,"3 nights,2 adults",,5,True,Manhattan,King Room,1 king bed,,,Very Good,687 ,2024-06-17,2024-07-04,2024-07-07
Omni Berkshire Place,8.7,1.1,762,243,1005.0,"3 nights,2 adults",,4,True,Midtown East,Deluxe King Room,1 king bed,Free cancellation,,Excellent,1319 ,2024-06-17,2024-07-04,2024-07-07
"The New Yorker, A Wyndham Hotel",7.7,2.0,619,202,821.0,"3 nights,2 adults",,4,True,Hell's Kitchen,Standard Queen Room,1 queen bed,Free cancellation,,Good,15276 ,2024-06-17,2024-07-04,2024-07-07
Hotel 48LEX New York,7.7,1.6,629,281,910.0,"3 nights,2 adults",,4,True,Midtown East,Queen Studio - Disability Access,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,384 ,2024-06-17,2024-07-04,2024-07-07
NH Collection New York Madison Avenue,8.3,2.0,764,243,1007.0,"3 nights,2 adults",,4,True,Murray Hill,Superior Room,1 queen bed,,,Very Good,2014 ,2024-06-17,2024-07-04,2024-07-07
Royalton New York,7.7,1.4,798,262,1060.0,"3 nights,2 adults",,4,True,Manhattan,Deluxe Room,1 queen bed,Free cancellation,,Good,2460 ,2024-06-17,2024-07-04,2024-07-07
Renaissance New York Chelsea Hotel,8.0,2.8,737,222,959.0,"3 nights,2 adults",,4,True,Chelsea,"Guest Room, 1 King",1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,897 ,2024-06-17,2024-07-04,2024-07-07
The James New York - NoMad,8.1,2.6,586,245,831.0,"3 nights,2 adults",,4,True,NoMad,Queen Room,1 queen bed,,,Very Good,1200 ,2024-06-17,2024-07-04,2024-07-07
W New York - Times Square,7.7,1.0,845,240,1085.0,"3 nights,2 adults",,4,True,Manhattan,"Wonderful Guest room, 1 King, City view",1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,1410 ,2024-06-17,2024-07-04,2024-07-07
Fairfield Inn by Marriott New York Manhattan/Financial District,7.5,7.2,660,108,768.0,"3 nights,2 adults",,3,True,Manhattan,King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,3518 ,2024-06-17,2024-07-04,2024-07-07
Margaritaville Resort Times Square,8.7,1.5,875,313,1188.0,"3 nights,2 adults",,4,True,Manhattan,Queen Room - Disability Access,1 queen bed,,,Excellent,3160 ,2024-06-17,2024-07-04,2024-07-07
Renaissance New York Midtown Hotel,8.4,2.0,881,141,1022.0,"3 nights,2 adults",,4,True,Manhattan,Standard King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,1440 ,2024-06-17,2024-07-04,2024-07-07
"Park South Hotel, part of JdV by Hyatt",8.4,2.8,720,220,940.0,"3 nights,2 adults",Getaway Deal,4,True,NoMad,Queen Room,1 queen bed,Free cancellation,,Very Good,309 ,2024-06-17,2024-07-04,2024-07-07
"U Hotel Fifth Avenue, Empire State Building",7.9,2.1,614,170,784.0,"3 nights,2 adults",,3,True,Manhattan,Queen Room,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,3050 ,2024-06-17,2024-07-04,2024-07-07
The Moore,8.5,3.0,701,114,815.0,"3 nights,2 adults",,4,True,Chelsea,Interior Queen,1 queen bed,Free cancellation,,Very Good,1639 ,2024-06-17,2024-07-04,2024-07-07
The Times Square EDITION New York,8.5,1.0,872,260,1132.0,"3 nights,2 adults",,5,True,Manhattan,King Room with City View,1 king bed,,,Very Good,1092 ,2024-06-17,2024-07-04,2024-07-07
Hyatt Grand Central New York,7.3,1.9,711,255,966.0,"3 nights,2 adults",Getaway Deal,4,True,Midtown East,Deluxe King Room,1 king bed,Free cancellation,,Good,2626 ,2024-06-17,2024-07-04,2024-07-07
"Holiday Inn Lower East Side, an IHG Hotel",8.0,5.6,1005,162,1167.0,"4 nights,2 adults",Limited-time Deal,4,True,Lower East Side,Standard Room,Multiple bed types,Free cancellation,No prepayment needed– pay at the property,Very Good,1184 ,2024-06-17,2024-07-04,2024-07-08
Four Points by Sheraton Manhattan SoHo Village,7.6,5.0,734,122,856.0,"4 nights,2 adults",,3,True,SoHo,"Guest Room, 1 King",1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,893 ,2024-06-17,2024-07-04,2024-07-08
La Quinta by Wyndham Time Square South,8.3,1.7,746,211,957.0,"4 nights,2 adults",Getaway Deal,3,True,Hell's Kitchen,King Room - Non-Smoking,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,3956 ,2024-06-17,2024-07-04,2024-07-08
Conrad New York Downtown,9.0,6.6,1534,248,1782.0,"4 nights,2 adults",,5,True,Battery Park,Deluxe Suite with Two Double Beds,Private suite,,,Wonderful,738 ,2024-06-17,2024-07-04,2024-07-08
Courtyard New York Downtown Manhattan/Financial District,7.5,7.1,677,114,791.0,"4 nights,2 adults",,3,True,Manhattan,"Guest room, 1 King, City view",1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,1660 ,2024-06-17,2024-07-04,2024-07-08
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,8.4,7.7,636,108,744.0,"4 nights,2 adults",,3,True,Manhattan,King Room,1 king bed,,,Very Good,5070 ,2024-06-17,2024-07-04,2024-07-08
AC Hotel by Marriott New York Downtown,8.5,7.2,716,120,836.0,"4 nights,2 adults",,4,True,Manhattan,King Guest Room - One King Bed - Non-Smoking,1 king bed,,,Very Good,1721 ,2024-06-17,2024-07-04,2024-07-08
Wingate by Wyndham New York Midtown South/5th Ave,8.1,1.9,746,124,870.0,"4 nights,2 adults",Getaway Deal,3,True,Manhattan,Queen Room - Non-Smoking,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Very Good,2100 ,2024-06-17,2024-07-04,2024-07-08
Courtyard by Marriott New York Manhattan/Central Park,8.2,0.45,940,153,1093.0,"4 nights,2 adults",,4,True,Manhattan,King or Queen Room with City View - Hearing Accessible,1 king bed,,,Very Good,5682 ,2024-06-17,2024-07-04,2024-07-08
"Le Meridien New York, Central Park by Marriott",7.0,0.5,813,317,1130.0,"4 nights,2 adults",,5,True,Manhattan,"Guest Room, 1 King, Cozy King",1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,532 ,2024-06-17,2024-07-04,2024-07-08
"The Cloud One New York-Downtown, by the Motel One Group",8.4,7.0,806,133,939.0,"4 nights,2 adults",,4,True,Manhattan,Standard King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,4528 ,2024-06-17,2024-07-04,2024-07-08
Pod Times Square,8.1,1.4,719,212,931.0,"4 nights,2 adults",,3,True,Hell's Kitchen,Full Pod ADA,1 full bed,Free cancellation,No prepayment needed– pay at the property,Very Good,22287 ,2024-06-17,2024-07-04,2024-07-08
"The New Yorker, A Wyndham Hotel",7.7,2.0,750,258,1008.0,"4 nights,2 adults",,4,True,Hell's Kitchen,Standard Queen Room,1 queen bed,Free cancellation,,Good,15276 ,2024-06-17,2024-07-04,2024-07-08
"Kimpton Hotel Theta, an IHG Hotel",8.5,0.9,846,322,1168.0,"4 nights,2 adults",,5,True,Manhattan,King Room,1 king bed,,,Very Good,687 ,2024-06-17,2024-07-04,2024-07-08
"U Hotel Fifth Avenue, Empire State Building",7.9,2.1,714,211,925.0,"4 nights,2 adults",,3,True,Manhattan,Queen Room,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,3050 ,2024-06-17,2024-07-04,2024-07-08
Renaissance New York Chelsea Hotel,8.0,2.8,889,283,1172.0,"4 nights,2 adults",,4,True,Chelsea,"Guest Room, 1 King",1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,897 ,2024-06-17,2024-07-04,2024-07-08
NH Collection New York Madison Avenue,8.3,2.0,968,317,1285.0,"4 nights,2 adults",,4,True,Murray Hill,Superior Room,1 queen bed,,,Very Good,2014 ,2024-06-17,2024-07-04,2024-07-08
Hotel 48LEX New York,7.7,1.6,818,372,1190.0,"4 nights,2 adults",,4,True,Midtown East,Queen Studio - Disability Access,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,384 ,2024-06-17,2024-07-04,2024-07-08
